time,accx,accy,accz,gx,gy,gz,g,ax,ay,az,a
09:35:34.533,-1.64,-1.40,9.59,-0.33,-0.27,9.28,9.29,-1.31,-1.13,0.32,1.76
09:35:34.797,-1.60,-1.37,9.56,-0.58,-0.49,9.33,9.37,-1.02,-0.87,0.22,1.36
09:35:35.051,-1.64,-1.37,9.59,-0.79,-0.67,9.39,9.44,-0.84,-0.70,0.21,1.12
09:35:35.303,-1.60,-1.33,9.59,-0.95,-0.80,9.43,9.51,-0.64,-0.53,0.17,0.85
09:35:35.556,-1.60,-1.44,9.52,-1.08,-0.93,9.45,9.55,-0.52,-0.52,0.07,0.73
09:35:35.808,-1.60,-1.37,9.52,-1.19,-1.02,9.46,9.59,-0.41,-0.35,0.06,0.54
09:35:36.061,-1.60,-1.37,9.59,-1.27,-1.09,9.49,9.63,-0.33,-0.28,0.11,0.45
09:35:36.313,-1.68,-1.29,9.59,-1.35,-1.13,9.51,9.67,-0.33,-0.16,0.09,0.37
09:35:36.566,-1.60,-1.37,9.56,-1.40,-1.17,9.52,9.69,-0.20,-0.19,0.04,0.28
09:35:36.818,-1.60,-1.37,9.63,-1.44,-1.21,9.54,9.72,-0.16,-0.15,0.09,0.24
09:35:37.070,-1.60,-1.33,9.59,-1.47,-1.23,9.55,9.74,-0.13,-0.09,0.04,0.16
09:35:37.323,-1.64,-1.37,9.63,-1.51,-1.26,9.57,9.77,-0.13,-0.10,0.07,0.18
09:35:37.575,-1.60,-1.37,9.59,-1.52,-1.28,9.57,9.78,-0.08,-0.08,0.02,0.11
09:35:37.827,-1.64,-1.40,9.56,-1.55,-1.31,9.57,9.78,-0.09,-0.10,-0.01,0.13
09:35:38.082,-1.60,-1.29,9.59,-1.56,-1.30,9.57,9.79,-0.04,0.02,0.02,0.05
09:35:38.335,-1.60,-1.37,9.59,-1.57,-1.31,9.58,9.79,-0.03,-0.05,0.02,0.06
09:35:38.587,-1.60,-1.37,9.56,-1.57,-1.32,9.57,9.79,-0.03,-0.04,-0.02,0.05
09:35:38.843,-1.60,-1.37,9.63,-1.58,-1.33,9.59,9.81,-0.02,-0.03,0.05,0.06
09:35:39.095,-1.60,-1.37,9.59,-1.58,-1.34,9.59,9.81,-0.02,-0.03,0.01,0.03
09:35:39.347,-1.60,-1.33,9.63,-1.59,-1.34,9.60,9.82,-0.01,0.01,0.04,0.04
09:35:39.603,-1.60,-1.37,9.56,-1.59,-1.34,9.59,9.81,-0.01,-0.02,-0.03,0.04
09:35:39.855,-1.56,-1.37,9.63,-1.58,-1.35,9.60,9.82,0.02,-0.02,0.04,0.05
09:35:40.108,-1.60,-1.40,9.59,-1.59,-1.36,9.60,9.82,-0.01,-0.05,-0.00,0.05
09:35:40.361,-1.68,-1.33,9.59,-1.60,-1.35,9.60,9.82,-0.07,0.03,-0.00,0.08
09:35:40.614,-1.64,-1.37,9.59,-1.61,-1.35,9.60,9.82,-0.03,-0.01,-0.00,0.03
09:35:40.866,-1.60,-1.37,9.56,-1.61,-1.36,9.59,9.82,0.01,-0.01,-0.03,0.03
09:35:41.118,-1.60,-1.37,9.56,-1.61,-1.36,9.58,9.81,0.01,-0.01,-0.03,0.03
09:35:41.370,-1.60,-1.40,9.56,-1.61,-1.37,9.58,9.81,0.01,-0.04,-0.02,0.04
09:35:41.623,-1.60,-1.40,9.59,-1.60,-1.37,9.58,9.81,0.00,-0.03,0.01,0.03
09:35:41.875,-1.56,-1.40,9.59,-1.60,-1.38,9.58,9.81,0.04,-0.02,0.01,0.04
09:35:42.127,-1.64,-1.37,9.59,-1.60,-1.38,9.58,9.82,-0.03,0.01,0.01,0.04
09:35:42.383,-1.60,-1.37,9.59,-1.60,-1.37,9.59,9.82,0.00,0.01,0.01,0.01
09:35:42.635,-1.60,-1.40,9.59,-1.60,-1.38,9.59,9.82,0.00,-0.02,0.01,0.02
09:35:42.887,-1.64,-1.33,9.56,-1.61,-1.37,9.58,9.81,-0.03,0.04,-0.03,0.06
09:35:43.143,-1.60,-1.37,9.56,-1.61,-1.37,9.58,9.81,0.01,0.00,-0.02,0.02
09:35:43.396,-1.64,-1.33,9.56,-1.61,-1.36,9.57,9.80,-0.02,0.03,-0.02,0.05
09:35:43.648,-1.64,-1.37,9.59,-1.62,-1.36,9.58,9.81,-0.02,-0.00,0.02,0.03
09:35:43.900,-1.64,-1.37,9.56,-1.62,-1.36,9.57,9.80,-0.02,-0.00,-0.02,0.02
09:35:44.153,-1.64,-1.33,9.52,-1.63,-1.35,9.56,9.79,-0.01,0.03,-0.04,0.05
09:35:44.405,-1.68,-1.33,9.63,-1.64,-1.35,9.58,9.81,-0.04,0.02,0.06,0.07
09:35:44.657,-1.64,-1.33,9.63,-1.64,-1.34,9.59,9.82,-0.00,0.02,0.05,0.05
09:35:44.913,-1.64,-1.37,9.59,-1.64,-1.35,9.59,9.82,-0.00,-0.02,0.01,0.02
09:35:45.165,-1.60,-1.33,9.56,-1.63,-1.34,9.58,9.81,0.03,0.02,-0.03,0.04
09:35:45.417,-1.64,-1.37,9.59,-1.63,-1.35,9.58,9.81,-0.01,-0.02,0.01,0.02
09:35:45.672,-1.60,-1.37,9.59,-1.62,-1.35,9.59,9.82,0.03,-0.01,0.01,0.03
09:35:45.925,-1.64,-1.33,9.56,-1.63,-1.35,9.58,9.81,-0.01,0.02,-0.02,0.03
09:35:46.177,-1.60,-1.37,9.59,-1.62,-1.35,9.58,9.81,0.02,-0.01,0.01,0.03
09:35:46.432,-1.60,-1.37,9.63,-1.62,-1.35,9.59,9.82,0.02,-0.01,0.04,0.05
09:35:46.685,-1.60,-1.33,9.59,-1.61,-1.35,9.59,9.82,0.01,0.02,0.00,0.03
09:35:46.937,-1.64,-1.40,9.56,-1.62,-1.36,9.59,9.82,-0.02,-0.05,-0.03,0.06
09:35:47.194,-1.64,-1.40,9.56,-1.62,-1.37,9.58,9.81,-0.02,-0.04,-0.02,0.05
09:35:47.446,-1.60,-1.40,9.59,-1.62,-1.38,9.58,9.81,0.02,-0.03,0.01,0.04
09:35:47.700,-1.64,-1.37,9.52,-1.62,-1.37,9.57,9.80,-0.02,0.01,-0.05,0.06
09:35:47.952,-1.60,-1.37,9.59,-1.62,-1.37,9.57,9.81,0.02,0.01,0.02,0.03
09:35:48.204,-1.60,-1.40,9.56,-1.61,-1.38,9.57,9.80,0.01,-0.03,-0.02,0.03
09:35:48.457,-1.64,-1.33,9.63,-1.62,-1.37,9.58,9.81,-0.02,0.04,0.05,0.07
09:35:48.714,-1.64,-1.33,9.52,-1.62,-1.36,9.57,9.80,-0.02,0.03,-0.05,0.06
09:35:48.966,-1.56,-1.37,9.56,-1.61,-1.36,9.57,9.80,0.05,-0.00,-0.01,0.05
09:35:49.218,-1.60,-1.33,9.56,-1.61,-1.35,9.56,9.79,0.01,0.03,-0.01,0.03
09:35:49.474,-1.64,-1.40,9.59,-1.61,-1.36,9.57,9.80,-0.02,-0.04,0.02,0.05
09:35:49.726,-1.60,-1.37,9.52,-1.61,-1.36,9.56,9.79,0.01,-0.00,-0.04,0.04
09:35:49.980,-1.60,-1.37,9.59,-1.61,-1.36,9.57,9.80,0.01,-0.00,0.03,0.03
09:35:50.232,-1.60,-1.37,9.56,-1.61,-1.36,9.56,9.79,0.01,-0.00,-0.01,0.01
09:35:50.485,-1.56,-1.37,9.56,-1.60,-1.36,9.56,9.79,0.04,-0.00,-0.01,0.04
09:35:50.737,-1.64,-1.33,9.56,-1.61,-1.36,9.56,9.79,-0.03,0.03,-0.01,0.05
09:35:50.992,-1.60,-1.40,9.63,-1.60,-1.37,9.58,9.80,0.01,-0.04,0.06,0.07
09:35:51.245,-1.60,-1.40,9.59,-1.60,-1.37,9.58,9.81,0.00,-0.03,0.02,0.03
09:35:51.497,-1.64,-1.37,9.59,-1.61,-1.37,9.58,9.81,-0.03,0.01,0.01,0.03
09:35:51.752,-1.64,-1.37,9.59,-1.62,-1.37,9.58,9.82,-0.02,0.01,0.01,0.02
09:35:52.004,-1.60,-1.40,9.63,-1.61,-1.38,9.59,9.83,0.01,-0.03,0.04,0.05
09:35:52.256,-1.60,-1.37,9.59,-1.61,-1.37,9.59,9.82,0.01,0.01,-0.00,0.01
09:35:52.511,-1.60,-1.33,9.59,-1.61,-1.37,9.59,9.82,0.01,0.04,-0.00,0.04
09:35:52.763,-1.48,-1.37,9.71,-1.58,-1.37,9.62,9.84,0.10,0.00,0.09,0.14
09:35:53.015,-1.60,-1.25,9.56,-1.59,-1.34,9.60,9.83,-0.01,0.09,-0.05,0.11
09:35:53.267,-1.95,-0.51,10.53,-1.66,-1.17,9.79,10.00,-0.29,0.67,0.74,1.04
09:35:53.524,-4.84,-0.04,9.44,-2.29,-0.95,9.72,10.03,-2.54,0.91,-0.28,2.71
09:35:53.776,-6.67,-0.51,6.82,-3.17,-0.86,9.14,9.71,-3.50,0.35,-2.32,4.21
09:35:54.028,-8.03,0.62,1.01,-4.14,-0.56,7.52,8.60,-3.89,1.19,-6.50,7.67
09:35:54.281,-9.87,1.91,1.37,-5.29,-0.07,6.29,8.21,-4.58,1.98,-4.92,7.01
09:35:54.533,-10.22,2.92,0.58,-6.27,0.53,5.15,8.13,-3.94,2.39,-4.56,6.49
09:35:54.785,-9.83,3.12,0.00,-6.98,1.05,4.12,8.17,-2.84,2.07,-4.12,5.41
09:35:55.037,-7.72,2.69,-5.66,-7.13,1.38,2.16,7.58,-0.59,1.31,-7.82,7.95
09:35:55.291,-8.27,2.65,-4.13,-7.36,1.63,0.90,7.59,-0.91,1.02,-5.04,5.22
09:35:55.544,-7.61,2.38,-6.24,-7.41,1.78,-0.53,7.64,-0.20,0.60,-5.71,5.75
09:35:55.796,-5.50,5.89,-5.97,-7.03,2.60,-1.61,7.66,1.53,3.29,-4.35,5.66
09:35:56.048,-4.99,7.25,-3.90,-6.62,3.53,-2.07,7.78,1.63,3.72,-1.83,4.45
09:35:56.301,-5.69,5.42,-6.16,-6.43,3.91,-2.89,8.06,0.74,1.51,-3.27,3.68
09:35:56.554,-6.98,4.76,-6.16,-6.54,4.08,-3.54,8.49,-0.44,0.68,-2.62,2.74
09:35:56.806,-6.75,5.26,-4.84,-6.58,4.32,-3.80,8.74,-0.16,0.95,-1.03,1.41
09:35:57.058,-5.73,5.62,-4.72,-6.41,4.58,-3.99,8.83,0.68,1.04,-0.73,1.44
09:35:57.311,-6.05,5.89,-4.60,-6.34,4.84,-4.11,8.97,0.30,1.05,-0.49,1.20
09:35:57.563,-6.40,5.26,-4.88,-6.35,4.92,-4.26,9.10,-0.04,0.34,-0.61,0.70
09:35:57.815,-5.97,5.62,-5.19,-6.27,5.06,-4.45,9.21,0.31,0.55,-0.74,0.97
09:35:58.068,-6.16,5.73,-5.03,-6.25,5.20,-4.56,9.32,0.09,0.54,-0.47,0.72
09:35:58.321,-6.28,5.42,-5.15,-6.26,5.24,-4.68,9.41,-0.02,0.18,-0.47,0.50
09:35:58.573,-6.63,4.95,-5.34,-6.33,5.18,-4.81,9.49,-0.30,-0.23,-0.53,0.65
09:35:58.825,-3.78,8.03,-4.41,-5.82,5.75,-4.73,9.45,2.04,2.28,0.32,3.08
09:35:59.077,-6.32,5.69,-2.92,-5.92,5.74,-4.37,9.33,-0.40,-0.05,1.45,1.50
09:35:59.333,-8.23,2.03,-4.88,-6.38,5.00,-4.47,9.26,-1.85,-2.97,-0.40,3.52
09:35:59.585,-5.58,5.30,-5.81,-6.22,5.06,-4.74,9.32,0.64,0.24,-1.07,1.27
09:35:59.837,-4.88,7.10,-4.56,-5.95,5.47,-4.70,9.35,1.08,1.63,0.14,1.96
09:36:00.091,-5.15,6.79,-4.76,-5.79,5.73,-4.71,9.41,0.64,1.05,-0.04,1.24
09:36:00.344,-4.56,7.45,-3.98,-5.55,6.07,-4.57,9.41,0.98,1.37,0.59,1.79
09:36:00.596,-4.56,7.29,-4.41,-5.35,6.32,-4.54,9.44,0.79,0.97,0.13,1.26
09:36:00.848,-4.60,6.90,-4.91,-5.20,6.44,-4.61,9.47,0.60,0.47,-0.30,0.82
09:36:01.100,-4.72,6.86,-5.03,-5.10,6.52,-4.70,9.52,0.38,0.34,-0.34,0.62
09:36:01.353,-5.30,6.71,-4.72,-5.14,6.56,-4.70,9.57,-0.16,0.15,-0.02,0.22
09:36:01.605,-5.62,6.82,-4.29,-5.24,6.61,-4.62,9.62,-0.38,0.21,0.33,0.54
09:36:01.857,-6.47,5.23,-4.02,-5.49,6.33,-4.50,9.51,-0.99,-1.11,0.48,1.56
09:36:02.113,-6.71,-0.27,-6.71,-5.73,5.01,-4.94,9.08,-0.98,-5.29,-1.77,5.66
09:36:02.365,-6.40,-2.89,-7.22,-5.86,3.43,-5.39,8.68,-0.53,-6.32,-1.82,6.60
09:36:02.617,-5.46,2.46,-6.43,-5.78,3.24,-5.60,8.68,0.32,-0.78,-0.83,1.19
09:36:02.871,-4.25,7.49,-4.68,-5.48,4.09,-5.42,8.72,1.23,3.40,0.74,3.69
09:36:03.124,-3.55,9.24,-1.95,-5.09,5.12,-4.72,8.63,1.54,4.12,2.77,5.20
09:36:03.376,-3.74,9.36,-0.04,-4.82,5.97,-3.79,8.56,1.08,3.39,3.75,5.17
09:36:03.628,-2.38,9.63,-0.98,-4.33,6.70,-3.23,8.61,1.95,2.93,2.25,4.18
09:36:03.880,-3.78,9.94,0.47,-4.22,7.35,-2.49,8.83,0.44,2.60,2.95,3.96
09:36:04.135,-3.24,9.67,0.08,-4.03,7.81,-1.97,9.01,0.79,1.86,2.05,2.88
09:36:04.387,-3.20,9.05,-2.22,-3.86,8.06,-2.02,9.16,0.66,0.99,-0.20,1.21
09:36:04.643,-4.09,7.25,-4.37,-3.91,7.90,-2.49,9.16,-0.19,-0.65,-1.88,1.99
09:36:04.895,-5.85,5.26,-6.24,-4.30,7.37,-3.24,9.13,-1.55,-2.11,-3.00,3.98
09:36:05.147,-5.15,6.63,-4.25,-4.47,7.22,-3.44,9.16,-0.68,-0.59,-0.81,1.21
09:36:05.402,-4.29,8.77,-1.13,-4.43,7.53,-2.98,9.23,0.14,1.24,1.85,2.23
09:36:05.654,-3.43,9.24,-0.55,-4.23,7.88,-2.49,9.28,0.80,1.37,1.95,2.51
09:36:05.906,-2.42,9.83,0.00,-3.87,8.27,-2.00,9.34,1.45,1.56,2.00,2.92
09:36:06.163,-3.86,8.77,-1.01,-3.87,8.37,-1.80,9.39,0.01,0.41,0.79,0.88
09:36:06.415,-6.12,6.71,-5.11,-4.32,8.04,-2.46,9.45,-1.80,-1.33,-2.65,3.47
09:36:06.667,-5.73,6.20,-5.03,-4.60,7.67,-2.98,9.43,-1.13,-1.47,-2.06,2.77
09:36:06.921,-5.23,7.72,-2.26,-4.73,7.68,-2.83,9.45,-0.50,0.04,0.57,0.76
09:36:07.173,-5.03,8.93,-0.16,-4.79,7.93,-2.30,9.54,-0.24,1.00,2.14,2.38
09:36:07.425,-3.82,9.24,-0.35,-4.59,8.19,-1.91,9.58,0.77,1.05,1.56,2.03
09:36:07.677,-3.55,8.70,-2.46,-4.39,8.29,-2.02,9.60,0.84,0.40,-0.44,1.03
09:36:07.933,-4.99,6.59,-4.41,-4.51,7.95,-2.50,9.48,-0.49,-1.36,-1.91,2.40
09:36:08.185,-7.33,3.86,-7.57,-5.07,7.13,-3.51,9.43,-2.26,-3.27,-4.06,5.68
09:36:08.437,-9.36,-1.09,-4.76,-5.93,5.49,-3.76,8.91,-3.43,-6.58,-1.00,7.49
09:36:08.693,-7.92,-3.67,-5.11,-6.33,3.66,-4.03,8.35,-1.59,-7.32,-1.08,7.57
09:36:08.945,-8.58,-2.96,-4.95,-6.78,2.33,-4.21,8.31,-1.80,-5.30,-0.74,5.64
09:36:09.198,-8.27,-2.73,-5.50,-7.08,1.32,-4.47,8.47,-1.19,-4.05,-1.03,4.35
09:36:09.451,-8.54,-1.21,-4.56,-7.37,0.82,-4.49,8.67,-1.17,-2.02,-0.07,2.34
09:36:09.703,-8.31,-0.51,-1.56,-7.56,0.55,-3.90,8.52,-0.75,-1.06,2.34,2.68
09:36:09.955,-6.90,1.56,7.57,-7.43,0.75,-1.61,7.64,0.52,0.81,9.18,9.23
09:36:10.207,-5.73,0.86,8.23,-7.09,0.77,0.36,7.14,1.35,0.08,7.87,7.99
09:36:10.462,-2.30,1.44,9.01,-6.13,0.91,2.09,6.54,3.83,0.54,6.92,7.93
09:36:10.715,-2.22,0.12,8.85,-5.35,0.75,3.44,6.40,3.13,-0.63,5.41,6.28
09:36:10.967,-1.68,-0.47,9.56,-4.61,0.51,4.66,6.58,2.94,-0.97,4.89,5.79
09:36:11.222,-0.23,-0.51,10.26,-3.74,0.30,5.78,6.89,3.50,-0.81,4.47,5.74
09:36:11.474,-1.17,0.35,9.98,-3.22,0.31,6.62,7.37,2.05,0.04,3.36,3.94
09:36:11.727,-1.64,0.04,10.18,-2.91,0.26,7.33,7.89,1.27,-0.22,2.84,3.12
09:36:11.983,-1.05,-0.19,9.94,-2.54,0.17,7.86,8.26,1.48,-0.36,2.09,2.59
09:36:12.241,-1.29,0.08,9.52,-2.29,0.15,8.19,8.50,1.00,-0.07,1.33,1.66
09:36:12.493,-1.25,-0.04,9.71,-2.08,0.11,8.49,8.74,0.83,-0.15,1.22,1.48
09:36:12.746,-1.25,0.00,9.67,-1.91,0.09,8.73,8.94,0.66,-0.09,0.94,1.16
09:36:12.998,-1.25,-0.04,9.71,-1.78,0.06,8.93,9.10,0.53,-0.10,0.79,0.95
09:36:13.250,-1.29,0.00,9.67,-1.68,0.05,9.07,9.23,0.39,-0.05,0.60,0.72
09:36:13.503,-1.25,0.00,9.67,-1.59,0.04,9.19,9.33,0.35,-0.04,0.48,0.59
09:36:13.755,-1.21,0.00,9.75,-1.52,0.03,9.31,9.43,0.31,-0.03,0.44,0.54
09:36:14.007,-1.25,0.00,9.71,-1.46,0.03,9.39,9.50,0.22,-0.03,0.32,0.39
09:36:14.262,-1.25,0.00,9.71,-1.42,0.02,9.45,9.56,0.17,-0.02,0.26,0.31
09:36:14.514,-1.25,0.00,9.71,-1.39,0.02,9.50,9.60,0.14,-0.02,0.21,0.25
09:36:14.766,-1.21,0.00,9.63,-1.35,0.01,9.53,9.62,0.14,-0.01,0.10,0.18
09:36:15.021,-1.21,0.00,9.71,-1.32,0.01,9.57,9.66,0.11,-0.01,0.15,0.18
09:36:15.274,-1.25,0.00,9.71,-1.31,0.01,9.59,9.68,0.06,-0.01,0.12,0.13
09:36:15.526,-1.21,0.00,9.67,-1.29,0.01,9.61,9.70,0.08,-0.01,0.06,0.10
09:36:15.778,-1.21,-0.04,9.71,-1.27,-0.00,9.63,9.71,0.06,-0.04,0.08,0.11
09:36:16.034,-1.25,0.00,9.75,-1.27,-0.00,9.65,9.74,0.02,0.00,0.10,0.10
09:36:16.287,-1.29,0.00,9.71,-1.27,-0.00,9.67,9.75,-0.02,0.00,0.05,0.05
09:36:16.541,-1.25,0.00,9.71,-1.27,-0.00,9.67,9.76,0.02,0.00,0.04,0.04
09:36:16.794,-1.25,0.00,9.71,-1.26,-0.00,9.68,9.76,0.01,0.00,0.03,0.03
09:36:17.047,-1.21,0.00,9.67,-1.25,-0.00,9.68,9.76,0.04,0.00,-0.01,0.04
09:36:17.302,-1.29,0.00,9.71,-1.26,-0.00,9.69,9.77,-0.03,0.00,0.02,0.04
09:36:17.554,-1.25,-0.04,9.63,-1.26,-0.01,9.68,9.76,0.01,-0.03,-0.04,0.05
09:36:17.807,-1.25,0.00,9.63,-1.26,-0.01,9.67,9.75,0.01,0.01,-0.03,0.04
09:36:18.063,-1.21,-0.04,9.67,-1.25,-0.01,9.67,9.75,0.04,-0.03,0.00,0.05
09:36:18.315,-1.25,0.00,9.71,-1.25,-0.01,9.68,9.76,-0.00,0.01,0.03,0.04
09:36:18.567,-1.25,0.00,9.67,-1.25,-0.01,9.68,9.76,-0.00,0.01,-0.00,0.01
09:36:18.823,-1.21,0.00,9.67,-1.24,-0.01,9.67,9.75,0.03,0.01,-0.00,0.03
09:36:19.075,-1.25,-0.04,9.63,-1.24,-0.01,9.67,9.75,-0.01,-0.03,-0.03,0.04
09:36:19.327,-1.29,0.00,9.71,-1.25,-0.01,9.68,9.76,-0.04,0.01,0.04,0.05
09:36:19.583,-1.25,-0.04,9.63,-1.25,-0.02,9.67,9.75,0.00,-0.02,-0.03,0.04
09:36:19.835,-1.25,0.00,9.67,-1.25,-0.01,9.67,9.75,0.00,0.01,0.00,0.01
09:36:20.087,-1.25,0.00,9.63,-1.25,-0.01,9.66,9.74,0.00,0.01,-0.03,0.03
09:36:20.343,-1.17,-0.04,9.71,-1.23,-0.02,9.67,9.75,0.06,-0.02,0.04,0.08
09:36:20.595,-1.21,0.00,9.67,-1.23,-0.01,9.67,9.75,0.02,0.01,0.00,0.02
09:36:20.847,-1.21,0.00,9.71,-1.22,-0.01,9.68,9.76,0.02,0.01,0.03,0.04
09:36:21.102,-1.25,0.00,9.67,-1.23,-0.01,9.68,9.76,-0.02,0.01,-0.01,0.02
09:36:21.355,-1.25,0.00,9.71,-1.23,-0.01,9.68,9.76,-0.02,0.01,0.03,0.03
09:36:21.607,-1.25,0.00,9.67,-1.24,-0.01,9.68,9.76,-0.01,0.01,-0.01,0.02
09:36:21.862,-1.21,0.00,9.71,-1.23,-0.00,9.69,9.77,0.02,0.00,0.02,0.03
09:36:22.115,-1.25,0.00,9.67,-1.23,-0.00,9.68,9.76,-0.01,0.00,-0.01,0.02
09:36:22.367,-1.25,0.00,9.63,-1.24,-0.00,9.67,9.75,-0.01,0.00,-0.04,0.04
09:36:22.623,-1.21,-0.04,9.67,-1.23,-0.01,9.67,9.75,0.02,-0.03,-0.00,0.04
09:36:22.875,-1.25,0.00,9.71,-1.23,-0.01,9.68,9.76,-0.01,0.01,0.03,0.03
09:36:23.127,-1.25,-0.04,9.71,-1.24,-0.01,9.69,9.77,-0.01,-0.02,0.02,0.04
09:36:23.383,-1.29,0.00,9.67,-1.25,-0.01,9.68,9.76,-0.04,0.01,-0.01,0.04
09:36:23.635,-1.29,-0.04,9.67,-1.26,-0.02,9.68,9.76,-0.03,-0.02,-0.01,0.04
